"66890db3-be27-4539-bfc6-0f7ec9b9fc3e","{""favorites"":[1475625],""mixes"":[]}"
"e34aa853-2ab9-40c0-9380-129d425dcf29","{""favorites"":[1475621],""mixes"":[{""name"":""Yuck"",""mixItems"":[{""bevID"":1616638,""ratio"":50},{""bevID"":1616643,""ratio"":50}]},{""name"":""¤??"",""mixItems"":[{""bevID"":1475617,""ratio"":50},{""bevID"":1475626,""ratio"":50}]},{""name"":""Mostly Cherry"",""mixItems"":[{""bevID"":1475622,""ratio"":38},{""bevID"":1475620,""ratio"":62}]},{""name"":""Bko"",""mixItems"":[{""bevID"":1475617,""ratio"":50},{""bevID"":1482850,""ratio"":50}]},{""name"":""Null Pointer Exception"",""mixItems"":[{""bevID"":1482850,""ratio"":50},{""bevID"":1582396,""ratio"":50}]},{""name"":""Done"",""mixItems"":[{""bevID"":1574024,""ratio"":50},{""bevID"":1482850,""ratio"":50}]}]}"
"3b85796a-2bce-4206-897b-7f7de40a4a62","{""favorites"":[1574024,1475637,1475650,1475622,1475647,1475644,1475617,1475679,1482852,1616638],""mixes"":[{""name"":""New Mix"",""mixItems"":[{""bevID"":1475622,""ratio"":34},{""bevID"":1582394,""ratio"":33},{""bevID"":1590107,""ratio"":33}]},{""name"":""Second"",""mixItems"":[{""bevID"":1475628,""ratio"":53},{""bevID"":1574024,""ratio"":47}]},{""name"":""Jcfjjv"",""mixItems"":[{""bevID"":1475622,""ratio"":34},{""bevID"":1522597,""ratio"":33},{""bevID"":1475623,""ratio"":33}]},{""name"":""POWER Through"",""mixItems"":[{""bevID"":1491147,""ratio"":50},{""bevID"":1491150,""ratio"":50}]}]}"
"21a58bf4-e22c-405e-b123-4baa139a2b4a","{""favorites"":[],""mixes"":[{""name"":""shit"",""mixItems"":[{""bevID"":1475619,""ratio"":53},{""bevID"":1475644,""ratio"":47}]}]}"
"96bb9530-78fc-4ac8-8433-210b2f0075fc","{""favorites"":[1522598,1565594,1475677,1596916,1582397,1582394,1582396,1582395],""mixes"":[{""name"":""Ready Set Hut"",""mixItems"":[{""bevID"":1475621,""ratio"":34},{""bevID"":1475619,""ratio"":33},{""bevID"":1475637,""ratio"":33}]},{""name"":""Cherry Big Blast"",""mixItems"":[{""bevID"":1475620,""ratio"":50},{""bevID"":1482850,""ratio"":50}]},{""name"":""Wanna Fanta"",""mixItems"":[{""bevID"":1475647,""ratio"":34},{""bevID"":1475651,""ratio"":33},{""bevID"":1475652,""ratio"":33}]},{""name"":""Fanta Mummy Mix(2)"",""mixItems"":[{""bevID"":1475650,""ratio"":51},{""bevID"":1596915,""ratio"":49}]},{""name"":""Cherry Lime Heavy"",""mixItems"":[{""bevID"":1475630,""ratio"":25},{""bevID"":1475627,""ratio"":25},{""bevID"":1596916,""ratio"":50}]},{""name"":""Ready Set Hut v2"",""mixItems"":[{""bevID"":1475621,""ratio"":34},{""bevID"":1475619,""ratio"":33},{""bevID"":1475637,""ratio"":33}]},{""name"":""Cherry Lime Lite"",""mixItems"":[{""bevID"":1475630,""ratio"":25},{""bevID"":1475627,""ratio"":25},{""bevID"":1596916,""ratio"":50}]},{""name"":""Single Mix"",""mixItems"":[{""bevID"":1475628,""ratio"":48},{""bevID"":1475626,""ratio"":25},{""bevID"":1475649,""ratio"":27}]},{""name"":""Fdfff"",""mixItems"":[{""bevID"":1582397,""ratio"":43},{""bevID"":1565596,""ratio"":57}]},{""name"":""Fanta Mummy Mix"",""mixItems"":[{""bevID"":1475650,""ratio"":51},{""bevID"":1596915,""ratio"":49}]},{""name"":""Cherry Blast"",""mixItems"":[{""bevID"":1475620,""ratio"":50},{""bevID"":1482850,""ratio"":50}]},{""name"":""Vanilla Squeeze"",""mixItems"":[{""bevID"":1475621,""ratio"":50},{""bevID"":1631569,""ratio"":25},{""bevID"":1574024,""ratio"":25}]},{""name"":""Trwestesrt"",""mixItems"":[{""bevID"":1596916,""ratio"":50},{""bevID"":1616638,""ratio"":50}]},{""name"":""Erewrew"",""mixItems"":[{""bevID"":1565596,""ratio"":48},{""bevID"":1475690,""ratio"":52}]}]}"
